portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,consumetime,createtime,soldtime
PF00003483,DSK00003202,0,0,20090401,0.00848333333333,2,0.01105,4,1.75917727273,0.00848308638128,20090401,,20090402,0,,,0.00226380808492,0.000932449079889,0.00226380808492
PF00003484,DSK00003203,1,2,20090402,0.00625,0,0.01105,0,0.767044545455,0.00624931110642,20090402,,20090408,4,,,0.00105251392207,0.00260114533049,0.00105251392207
PF00003486,DSK00003205,1,2,20090403,0.00491916666667,0,0.01105,0,0.767044545455,0.00491818993874,20090403,,20090414,4,,,0.000813969025228,0.00368795897963,0.000813969025228
PF00003487,DSK00003206,0,0,20090403,0.00416666666667,2,0.01105,4,1.75917727273,0.0041622029355,20090403,,20090506,0,,,0.00123996963551,0.0168542917851,0.00123996963551
PF00003488,DSK00003207,0,0,20090403,0.0165,2,0.01105,4,1.75917727273,0.0164986260312,20090403,,20090406,0,,,0.00419838814194,0.00518787328224,0.00419838814194
PF00003491,DSK00003210,0,0,20090403,0.00416666666667,2,0.01105,4,1.75917727273,0.00416575968826,20090403,,20090414,0,,,0.000755842349416,0.00342459662876,0.000755842349416
PF00003494,DSK00003213,0,0,20090403,0.0160333333333,2,0.01105,4,1.75917727273,0.0160141261694,20090403,,20090511,0,,,0.00463347266879,0.0725229932291,0.00463347266879
PF00003496,DSK00003215,1,2,20090406,0.015,0,0.01105,0,0.767044545455,0.0149764838292,20090406,,20090609,4,,,0.00336832191699,0.0887930723297,0.00336832191699
PF00003497,DSK00003216,0,0,20090406,0.00376333333333,2,0.01105,4,1.75917727273,0.00376323423484,20090406,,20090407,0,,,0.00090843534019,0.00037417911118,0.00090843534019
PF00003498,DSK00003217,0,0,20090406,0.0181575,2,0.01105,4,1.75917727273,0.0181372880089,20090406,,20090512,0,,,0.00514675573424,0.0763170502428,0.00514675573424
PF00003500,DSK00003219,0,0,20090407,0.00043,2,0.01105,4,1.75917727273,0.000429989274157,20090407,,20090408,0,,,9.83237446266e-05,4.04989653579e-05,9.83237446266e-05
PF00003502,DSK00003221,1,2,20090407,0.00416666666667,0,0.01105,0,0.767044545455,0.00415457309364,20090407,,20090707,4,,,0.00121826059851,0.0456632805299,0.00121826059851
PF00003503,DSK00003222,1,2,20090407,0.000416666666667,0,0.01105,0,0.767044545455,0.000416622245162,20090407,,20090415,4,,,5.0901459379e-05,0.000167728065922,5.0901459379e-05
PF00003506,DSK00003225,0,0,20090409,0.0104758333333,2,0.01105,4,1.75917727273,0.0104745245997,20090409,,20090414,0,,,0.00239943065081,0.00494155603893,0.00239943065081
PF00003507,DSK00003226,1,2,20090409,0.00416666666667,0,0.01105,0,0.767044545455,0.00416623981281,20090409,,20090415,4,,,0.000652161141771,0.00161172776253,0.000652161141771
PF00003551,DSK00003269,1,2,20090422,0.00208333333333,0,0.01105,0,0.767044545455,0.00208065175822,20090422,,20090609,4,,,0.00051212465905,0.0101251727893,0.00051212465905
PF00003509,DSK00003228,0,0,20090409,0.00441166666667,2,0.01105,4,1.75917727273,0.00440681941041,20090409,,20090518,0,,,0.00113935308447,0.0183024174849,0.00113935308447
PF00003510,DSK00003229,1,1,20090409,0.00975833333333,2,0.01105,4,1.75917727273,0.00974858529017,20090409,,20090515,1,,,0.00248222932431,0.0368069575941,0.00248222932431
PF00003512,DSK00003231,1,2,20090409,0.000554166666667,0,0.01105,0,0.767044545455,0.000554036622215,20090409,,20090427,4,,,6.62287079678e-05,0.000491025793187,6.62287079678e-05
PF00003515,DSK00003233,1,2,20090409,0.00416666666667,0,0.01105,0,0.767044545455,0.00416647592592,20090409,,20090417,4,,,0.00021856492186,0.000720204726334,0.00021856492186
PF00003516,DSK00003234,1,2,20090409,0.00125,0,0.01105,0,0.767044545455,0.00124734375588,20090409,,20090709,4,,,0.000267579940336,0.0100295272576,0.000267579940336
PF00003519,DSK00003237,1,1,20090410,0.00975833333333,2,0.01105,4,1.75917727273,0.00974858529017,20090410,,20090515,1,,,0.00255315016215,0.0368069575941,0.00255315016215
PF00003520,DSK00003238,0,0,20090414,0.01016,2,0.01105,4,1.75917727273,0.0101597324604,20090414,,20090415,0,,,0.00245253403449,0.00101018417554,0.00245253403449
PF00003522,DSK00003240,0,0,20090415,0.0126125,2,0.01105,4,1.75917727273,0.0126005651654,20090415,,20090518,0,,,0.00331535032237,0.0450639113273,0.00331535032237
PF00003553,DSK00003271,1,2,20090422,0.00208333333333,0,0.01105,0,0.767044545455,0.00208224262029,20090422,,20090515,4,,,0.000434720009528,0.00411834746004,0.000434720009528
PF00003555,DSK00003273,1,2,20090422,0.0025,0,0.01105,0,0.767044545455,0.00249683416996,20090422,,20090615,4,,,0.000537428625376,0.0119536372589,0.000537428625376
PF00003526,DSK00003244,1,2,20090415,0.00416666666667,0,0.01105,0,0.767044545455,0.0041560372206,20090415,,20090716,4,,,0.0010591312068,0.0401349854596,0.0010591312068
PF00003527,DSK00003245,0,0,20090416,0.00558083333333,2,0.01105,4,1.75917727273,0.00558067862453,20090416,,20090417,0,,,0.0014182147177,0.000584154203448,0.0014182147177
PF00003528,DSK00003246,0,0,20090416,0.00333666666667,2,0.01105,4,1.75917727273,0.00333411995485,20090416,,20090515,0,,,0.000805023882838,0.00961595186949,0.000805023882838
PF00003529,DSK00003247,1,2,20090417,0.00548083333333,0,0.01105,0,0.767044545455,0.00548030534438,20090417,,20090424,4,,,0.000691438814035,0.00199359673273,0.000691438814035
PF00003531,DSK00003249,1,1,20090417,0.000833333333333,0,0.01105,0,0.767044545455,0.000832882235085,20090417,,20090520,3,,,0.000125309546925,0.0017032704728,0.000125309546925
PF00003532,DSK00003250,1,1,20090417,0.00285718718506,1,0.01105,2,1.80072818182,0.00285484089922,20090417,,20090520,2,,,0.000651769358784,0.00885917738222,0.000651769358784
PF00003533,DSK00003251,0,0,20090417,0.00487776262417,2,0.01105,4,1.75917727273,0.00487329570742,20090417,,20090520,0,,,0.00124085454996,0.016866319988,0.00124085454996
PF00003534,DSK00003252,1,2,20090420,0.00416666666667,0,0.01105,0,0.767044545455,0.00415771435135,20090420,,20090720,4,,,0.000901822231474,0.0338024242055,0.000901822231474
PF00003536,DSK00003254,0,0,20090420,0.00769583333333,2,0.01105,4,1.75917727273,0.00769560289279,20090420,,20090421,0,,,0.00211244711329,0.000870104396313,0.00211244711329
PF00003538,DSK00003256,1,2,20090420,0.00416666666667,0,0.01105,0,0.767044545455,0.00416635786918,20090420,,20090427,4,,,0.000404392108974,0.00116596692408,0.000404392108974
PF00003539,DSK00003257,1,2,20090421,0.00208333333333,0,0.01105,0,0.767044545455,0.00208317141203,20090421,,20090428,4,,,0.000212047381783,0.000611387383707,0.000212047381783
PF00003540,DSK00003258,0,0,20090421,0.0035375,2,0.01105,4,1.75917727273,0.00353739407471,20090421,,20090422,0,,,0.000971016569027,0.000399955946962,0.000971016569027
PF00003541,DSK00003259,1,2,20090422,0.00833333333333,0,0.01105,0,0.767044545455,0.0083173916081,20090422,,20090722,4,,,0.00160590883118,0.060193250568,0.00160590883118
PF00003542,DSK00003260,1,2,20090422,0.00208333333333,0,0.01105,0,0.767044545455,0.00208317893459,20090422,,20090428,4,,,0.000235895396901,0.000582983462041,0.000235895396901
PF00003543,DSK00003261,0,0,20090422,0.00378666666667,2,0.01105,4,1.75917727273,0.00378655117686,20090422,,20090423,0,,,0.00105869437366,0.000436069912984,0.00105869437366
PF00003544,DSK00003262,1,2,20090422,0.00426537191083,0,0.01105,0,0.767044545455,0.00425259608607,20090422,,20090511,4,,,0.00616399538192,0.048239347386,0.00616399538192
PF00003545,DSK00003263,1,2,20090422,0.00426537191083,0,0.01105,0,0.767044545455,0.00425259608808,20090422,,20090612,4,,,0.00229639007436,0.0482393397809,0.00229639007436
PF00003546,DSK00003264,1,2,20090422,0.00451475300583,0,0.01105,0,0.767044545455,0.00450661791544,20090422,,20090511,4,,,0.0039249645768,0.0307167215364,0.0039249645768
PF00003547,DSK00003265,1,2,20090422,0.00451475300583,0,0.01105,0,0.767044545455,0.00450661791544,20090422,,20090512,4,,,0.00372871634796,0.0307167215364,0.00372871634796
PF00003548,DSK00003266,1,2,20090422,0.0031579842,0,0.01105,0,0.767044545455,0.00314900608112,20090422,,20090511,4,,,0.00433170337844,0.0338998540879,0.00433170337844
PF00003549,DSK00003267,1,2,20090422,0.0031579842,0,0.01105,0,0.767044545455,0.00314900615569,20090422,,20090527,4,,,0.00235147659053,0.0338995725494,0.00235147659053
PF00003550,DSK00003268,1,2,20090422,0.00208333333333,0,0.01105,0,0.767044545455,0.00208065175822,20090422,,20090511,4,,,0.00129378861314,0.0101251727956,0.00129378861314
PF00003552,DSK00003270,1,2,20090422,0.00208333333333,0,0.01105,0,0.767044545455,0.00208224262029,20090422,,20090511,4,,,0.000526240011534,0.00411834746004,0.000526240011534
PF00003554,DSK00003272,1,2,20090422,0.0025,0,0.01105,0,0.767044545455,0.00249683415781,20090422,,20090511,4,,,0.00152743458801,0.0119536831447,0.00152743458801
PF00003556,DSK00003274,1,1,20090422,0.000476146148333,1,0.01105,2,1.80072818182,0.000475755143185,20090422,,20090511,2,,,0.000188649576288,0.00147636912115,0.000188649576288
PF00003557,DSK00003275,1,1,20090422,0.000476146148333,1,0.01105,2,1.80072818182,0.000475755143162,20090422,,20090520,2,,,0.000128012220121,0.00147636920926,0.000128012220121
PF00003561,DSK00003279,1,2,20090423,0.0025,0,0.01105,0,0.767044545455,0.00249886471738,20090423,,20090522,4,,,0.000358866524582,0.00428663459746,0.000358866524582
PF00003559,DSK00003278,1,2,20090423,0.00561083333333,0,0.01105,0,0.767044545455,0.00560834773403,20090423,,20090522,4,,,0.000785706019221,0.00938520139026,0.000785706019221
PF00003562,DSK00003280,1,2,20090423,0.00208333333333,0,0.01105,0,0.767044545455,0.00208228310179,20090423,,20090526,4,,,0.000291741409017,0.00396549616423,0.000291741409017
PF00003564,DSK00003282,0,0,20090423,0.00517916666667,2,0.01105,4,1.75917727273,0.00517901589977,20090423,,20090424,0,,,0.0013820792935,0.000569270237236,0.0013820792935
PF00003565,DSK00003283,1,1,20090423,0.000833333333333,1,0.01105,2,1.80072818182,0.000832655848706,20090423,,20090526,2,,,0.000188196899609,0.00255806704311,0.000188196899609
PF00003567,DSK00003285,1,2,20090423,0.00196333333333,0,0.01105,0,0.767044545455,0.00196306348406,20090424,,20090505,4,,,0.000206142228965,0.00101890509008,0.000224882431598
PF00003568,DSK00003286,0,0,20090424,0.00518,2,0.01105,4,1.75917727273,0.00517959023688,20090424,,20090427,0,,,0.00125209870997,0.00154719602489,0.00125209870997
PF00003570,DSK00003288,0,0,20090424,0.005,2,0.01105,4,1.75917727273,0.00499904768147,20090424,,20090505,0,,,0.000793627136128,0.00359579324575,0.000793627136128
PF00003571,DSK00003289,0,0,20090427,0.009105,2,0.01105,4,1.75917727273,0.00910479817698,20090427,,20090428,0,,,0.00185011042329,0.000762049474677,0.00185011042329
PF00003573,DSK00003290,0,0,20090427,0.00458333333333,2,0.01105,4,1.75917727273,0.00457917417142,20090427,,20090529,0,,,0.00119146916701,0.0157042899301,0.00119146916701
PF00003578,DSK00003295,1,2,20090427,0.00833333333333,0,0.01105,0,0.767044545455,0.00832951435164,20090427,,20090527,4,,,0.00116695277513,0.0144198271315,0.00116695277513
PF00003577,DSK00003294,1,2,20090427,0.00833333333333,0,0.01105,0,0.767044545455,0.00832951435303,20090427,,20090511,4,,,0.00250061218051,0.0144198218893,0.00250061218051
PF00003581,DSK00003296,0,0,20090428,0.00738583333333,2,0.01105,4,1.75917727273,0.00738567987533,20090428,,20090429,0,,,0.00140674866871,0.000579431406094,0.00140674866871
PF00003582,DSK00003297,1,2,20090428,0.00125,0,0.01105,0,0.767044545455,0.00124869624448,20090428,,20090624,4,,,0.000209675777615,0.0049227596947,0.000209675777615
PF00003584,DSK00003299,1,2,20090428,0.00416666666667,0,0.01105,0,0.767044545455,0.0041647108713,20090428,,20090528,4,,,0.000597625496935,0.00738475158446,0.000597625496935
PF00003585,DSK00003300,1,2,20090428,0.00416666666667,0,0.01105,0,0.767044545455,0.00416636018382,20090428,,20090504,4,,,0.000468254419314,0.00115722725443,0.000468254419314
PF00003587,DSK00003302,0,0,20090429,0.0006,2,0.01105,4,1.75917727273,0.000599455527896,20090429,,20090529,0,,,0.000166372421824,0.00205583431761,0.000166372421824
PF00003588,DSK00003302,0,0,20090429,0.000816666666667,2,0.01105,4,1.75917727273,0.000815925579636,20090429,,20090529,0,,,0.000226451351863,0.00279821893151,0.000226451351863
PF00003589,DSK00003303,1,2,20090429,0.0025,0,0.01105,0,0.767044545455,0.00249975013888,20090429,,20090507,4,,,0.000286309437264,0.000943433228703,0.000286309437264
PF00003590,DSK00003304,1,2,20090429,0.00543173467,0,0.01105,0,0.767044545455,0.00542924542657,20090429,,20090529,4,,,0.000760629341561,0.00939896099495,0.000760629341561
PF00003607,DSK00003319,1,2,20090506,0.00290159866333,0,0.00931,0,0.76504047619,0.00290026892604,20090506,,20090511,4,,,0.00243793882762,0.00502086248339,0.00243793882762
PF00003593,DSK00003307,0,0,20090504,0.0106925,2,0.00931,4,1.51777428571,0.0106922778382,20090504,,20090505,0,,,0.00203655558212,0.000838845126202,0.00203655558212
PF00003594,DSK00003308,1,1,20090505,0.004,1,0.00931,2,1.65915095238,0.00399704350511,20090505,,20090605,2,,,0.000874263602932,0.011163223254,0.000874263602932
PF00003595,DSK00003309,1,2,20090505,0.00516333333333,0,0.00931,0,0.76504047619,0.00516294637016,20090505,,20090511,4,,,0.000591214859041,0.00146110729527,0.000591214859041
PF00003596,DSK00003310,1,2,20090505,0.000959610767833,0,0.00931,0,0.76504047619,0.000959161134579,20090505,,20090604,4,,,0.000137392848617,0.00169773890458,0.000137392848617
PF00003612,DSK00003324,1,2,20090506,0.00416666666667,0,0.00931,0,0.76504047619,0.00416471434249,20090506,,20090604,4,,,0.000617136018716,0.00737164496534,0.000617136018716
PF00003598,DSK00003312,0,0,20090505,0.005,2,0.00931,4,1.51777428571,0.00499931703778,20090505,,20090511,0,,,0.00104345178796,0.00257874949578,0.00104345178796
PF00003600,DSK00003314,0,0,20090506,0.00465416666667,2,0.00931,4,1.51777428571,0.00465406996544,20090506,,20090507,0,,,0.000886459587152,0.000365127429265,0.000886459587152
PF00003602,DSK00003315,0,0,20090506,0.003,2,0.00931,4,1.51777428571,0.00299747728995,20090506,,20090605,0,,,0.000770855618894,0.00952532527848,0.000770855618894
PF00003603,DSK00003316,1,1,20090506,0.0025,2,0.00931,4,1.51777428571,0.00249789774162,20090506,,20090605,1,,,0.000642379682369,0.00793777106488,0.000642379682369
PF00003604,DSK00003317,0,0,20090506,0.00416666666667,2,0.00931,4,1.51777428571,0.00416281282727,20090506,,20090608,0,,,0.00107054919994,0.0145514438978,0.00107054919994
PF00003606,DSK00003318,0,0,20090506,0.00238191956623,2,0.00931,4,1.51777428571,0.00238028325383,20090506,,20090605,0,,,0.0005000022149,0.00617843811494,0.0005000022149
PF00003608,DSK00003320,1,2,20090506,0.00290159866333,0,0.00931,0,0.76504047619,0.00290026893039,20090506,,20090529,4,,,0.000529984966901,0.00502084604908,0.000529984966901
PF00003609,DSK00003321,1,1,20090506,0.001,1,0.00931,2,1.65915095238,0.000999211637058,20090506,,20090511,2,,,0.00144538371323,0.00297672475521,0.00144538371323
PF00003610,DSK00003322,1,1,20090506,0.001,1,0.00931,2,1.65915095238,0.000999211636839,20090506,,20090601,2,,,0.00027795848337,0.0029767255796,0.00027795848337
PF00003611,DSK00003323,1,2,20090506,0.00416666666667,0,0.00931,0,0.76504047619,0.00416471434248,20090506,,20090511,4,,,0.00357938891314,0.00737164497478,0.00357938891314
PF00003613,DSK00003325,1,2,20090506,0.00320705589917,0,0.00931,0,0.76504047619,0.00320555320756,20090506,,20090511,4,,,0.00275503306051,0.00567390862203,0.00275503306051
PF00003614,DSK00003326,1,2,20090506,0.00320705589917,0,0.00931,0,0.76504047619,0.00320555320791,20090506,,20090604,4,,,0.000475005591822,0.00567390732881,0.000475005591822
PF00003636,DSK00003349,0,0,20090514,0.0204258333333,2,0.00931,4,1.51777428571,0.0204088271122,20090514,,20090617,0,,,0.00458517446183,0.0642126066438,0.00458517446183
PF00003617,DSK00003329,1,2,20090507,0.0025,0,0.00931,0,0.76504047619,0.00249951402775,20090507,,20090521,4,,,0.000318207486826,0.0018349487856,0.000318207486826
PF00003618,DSK00003330,0,2,20090507,0.00666666666667,0,0.00931,0,0.76504047619,0.00665924106924,20090507,,20090707,4,,,0.00111590834336,0.0280377964065,0.00111590834336
PF00003620,DSK00003332,1,1,20090507,0.00500833333333,1,0.00931,2,1.65915095238,0.00500761333842,20090507,,20090518,2,,,0.000600017201292,0.00271857866436,0.000600017201292
PF00003621,DSK00003333,1,2,20090507,0.00441,0,0.00931,0,0.76504047619,0.00440476949471,20090507,,20090708,4,,,0.000773355031682,0.019749500824,0.000773355031682
PF00003622,DSK00003334,0,2,20090507,0.00183333333332,0,0.00931,0,0.76504047619,0.00183289036885,20090507,,20090526,4,,,0.000213718570491,0.0016725587425,0.000213718570491
PF00003625,DSK00003337,0,0,20090511,0.00333333333333,2,0.00931,4,1.51777428571,0.00333275028722,20090511,,20090518,0,,,0.00076354005509,0.0022014832379,0.00076354005509
PF00003626,DSK00003338,1,2,20090511,0.00909916666667,0,0.00931,0,0.76504047619,0.00909876276475,20090511,,20090515,4,,,0.000925641646953,0.00152506514621,0.000925641646953
PF00003628,DSK00003340,1,2,20090511,0.00708333333333,0,0.00931,0,0.76504047619,0.00707578800884,20090511,,20090710,4,,,0.00115279910504,0.0284898655133,0.00115279910504
PF00003629,DSK00003341,0,0,20090512,0.00172166666667,2,0.00931,4,1.51777428571,0.00172028098041,20090512,,20090612,0,,,0.000409760578207,0.00523211626318,0.000409760578207
PF00003637,DSK00003348,1,1,20090514,0.00470833333333,1,0.00931,2,1.65915095238,0.00470526550398,20090514,,20090611,2,,,0.00100438478934,0.011583603314,0.00100438478934
PF00003631,DSK00003343,1,2,20090512,0.0027055860675,0,0.00931,0,0.76504047619,0.00270242217181,20090512,,20090715,4,,,0.000453178338034,0.0119463334975,0.000453178338034
PF00003634,DSK00003346,0,0,20090513,0.00370416666667,2,0.00931,4,1.51777428571,0.00370409484839,20090513,,20090514,0,,,0.000658357755436,0.000271173642052,0.000658357755436
PF00003635,DSK00003347,1,1,20090513,0.00930166666667,2,0.00931,4,1.51777428571,0.00929366430583,20090513,,20090615,1,,,0.00222295744975,0.030215557229,0.00222295744975
PF00003638,DSK00003350,0,0,20090514,0.00436833333333,2,0.00931,4,1.51777428571,0.0043682365041,20090514,,20090515,0,,,0.00088763305839,0.000365610775086,0.00088763305839
PF00003639,DSK00003351,0,0,20090514,0.00390666666667,2,0.00931,4,1.51777428571,0.00390395580328,20090514,,20090612,0,,,0.000856912726057,0.0102357603368,0.000856912726057
PF00003641,DSK00003353,1,1,20090514,0.00333666666667,2,0.00931,4,1.51777428571,0.00333370355998,20090514,,20090616,1,,,0.00082311460438,0.0111881882568,0.00082311460438
PF00003643,DSK00003355,0,0,20090515,0.000833333333333,2,0.00931,4,1.51777428571,0.000832685735169,20090515,,20090612,0,,,0.000212018880608,0.00244522082982,0.000212018880608
PF00003644,DSK00003356,1,2,20090515,0.00909916666667,0,0.00931,0,0.76504047619,0.00909876276475,20090515,,20090515,4,,,0.00370256658781,0.00152506514621,0.00370256658781
PF00003646,DSK00003358,0,0,20090515,0.0087889040425,2,0.00931,4,1.51777428571,0.00878085542306,20090515,,20090518,0,,,0.0245938827367,0.0303902218763,0.0245938827367
PF00003648,DSK00003360,0,0,20090515,0.00632280966667,2,0.00931,4,1.51777428571,0.0063170194168,20090515,,20090520,0,,,0.0106158374518,0.021863001396,0.0106158374518
PF00003649,DSK00003361,1,2,20090518,0.00208333333333,0,0.00931,0,0.76504047619,0.00208128471979,20090518,,20090715,4,,,0.000323786699229,0.00773521725788,0.000323786699229
PF00003650,DSK00003362,0,0,20090518,0.003395,2,0.00931,4,1.51777428571,0.00339492474584,20090518,,20090519,0,,,0.000689854465535,0.000284146949527,0.000689854465535
PF00003651,DSK00003363,0,0,20090519,0.003395,2,0.00931,4,1.51777428571,0.00339492003078,20090519,,20090520,0,,,0.000733077411163,0.000301950223643,0.000733077411163
PF00003656,DSK00003366,0,0,20090520,0.00321583333333,2,0.00931,4,1.51777428571,0.0032156637964,20090520,,20090522,0,,,0.000777072041153,0.00064014269991,0.000777072041153
PF00003658,DSK00003368,1,2,20090520,0.00500225,0,0.00931,0,0.76504047619,0.00500002705556,20090520,,20090623,4,,,0.000599344674898,0.00839346118095,0.000599344674898
PF00003669,DSK00003377,1,2,20090526,0.00208333333333,0,0.00931,0,0.76504047619,0.00208252615736,20090526,,20090626,4,,,0.000238689596423,0.00304775955941,0.000238689596423
PF00003664,DSK00003374,1,1,20090522,0.00500083333333,1,0.00931,2,1.65915095238,0.00500008565314,20090522,,20090602,2,,,0.000623089095126,0.00282311359801,0.000623089095126
PF00003670,DSK00003378,1,2,20090526,0.00384583333333,0,0.00931,0,0.76504047619,0.00384573740115,20090526,,20090529,4,,,0.000293136584933,0.000362223645269,0.000293136584933
PF00003671,DSK00003378,1,2,20090526,0.00208333333333,0,0.00931,0,0.76504047619,0.00208325358553,20090526,,20090529,4,,,0.00024368255794,0.000301114186909,0.00024368255794
PF00003674,DSK00003380,0,0,20090527,0.004115,2,0.00931,4,1.51777428571,0.00411168816101,20090527,,20090529,0,,,0.0151798045229,0.0125049423178,0.0151798045229
PF00003675,DSK00003381,0,0,20090527,0.004115,2,0.00931,4,1.51777428571,0.00411168814931,20090527,,20090612,0,,,0.00189748226873,0.0125049864951,0.00189748226873
PF00003676,DSK00003382,0,0,20090527,0.00264833333333,2,0.00931,4,1.51777428571,0.00264824152763,20090527,,20090528,0,,,0.000841582336748,0.000346642756856,0.000841582336748
PF00003677,DSK00003383,1,2,20090527,0.00416666666667,0,0.00931,0,0.76504047619,0.00416493078694,20090527,,20090626,4,,,0.000530426649288,0.00655438741965,0.000530426649288
PF00003679,DSK00003385,1,2,20090527,0.00382872229255,0,0.00931,0,0.76504047619,0.00382285179742,20090527,,20090827,4,,,0.000584943425946,0.0221659939245,0.000584943425946
PF00003680,DSK00003386,1,2,20090527,0.00416666666667,0,0.00931,0,0.76504047619,0.00416481504619,20090527,,20090630,4,,,0.000499229242476,0.00699140485037,0.000499229242476
PF00003681,DSK00003387,1,1,20090527,0.007,2,0.00931,4,1.51777428571,0.0069929142358,20090527,,20090630,1,,,0.00191044587536,0.0267546438047,0.00191044587536
PF00003682,DSK00003388,0,0,20090527,0.00333333333333,2,0.00931,4,1.51777428571,0.0033299591599,20090527,,20090630,0,,,0.000909736131047,0.0127403065726,0.000909736131047
PF00003683,DSK00003389,0,0,20090528,0.00282916666667,2,0.00931,4,1.51777428571,0.00282908037972,20090528,,20090529,0,,,0.000790991941942,0.000325804874263,0.000790991941942
PF00003684,DSK00003390,1,2,20090528,0.00416666666667,0,0.00931,0,0.76504047619,0.00416481504619,20090528,,20090629,4,,,0.000530431070131,0.00699140485037,0.000530431070131
PF00003686,DSK00003392,1,2,20090529,0.00833333333333,0,0.00931,0,0.76504047619,0.00832924120348,20090529,,20090702,4,,,0.00110330973236,0.0154511882678,0.00110330973236
PF00003687,DSK00003393,1,2,20090529,0.00208333333333,0,0.00931,0,0.76504047619,0.00208299837759,20090529,,20090612,4,,,0.000219324096876,0.00126473606649,0.000219324096876
PF00003688,DSK00003394,0,0,20090529,0.00189583333333,2,0.00931,4,1.51777428571,0.0018956228139,20090529,,20090602,0,,,0.00048245760751,0.000794885671103,0.00048245760751
PF00003692,DSK00003398,1,1,20090529,0.001,1,0.00931,2,1.65915095238,0.000999425043886,20090529,,20090701,2,,,0.000159715739228,0.00217093676694,0.000159715739228
PF00003693,DSK00003399,0,0,20090602,0.0036175,2,0.00933,4,1.67755681818,0.00361741981387,20090602,,20090603,0,,,0.000735065836736,0.000302769244305,0.000735065836736
PF00003694,DSK00003400,1,2,20090602,0.00146108059917,0,0.00933,0,0.822006363636,0.00145937202042,20090602,,20090603,4,,,0.0156625315943,0.00645130356727,0.0156625315943
PF00003695,DSK00003401,1,2,20090602,0.00146108059885,0,0.00933,0,0.822006363636,0.00145937202024,20090602,,20090715,4,,,0.000364244891308,0.00645130304495,0.000364244891308
PF00003696,DSK00003402,0,0,20090603,0.000725,2,0.00933,4,1.67755681818,0.000724985741948,20090603,,20090604,0,,,0.000130703482487,5.38359867143e-05,0.000130703482487
PF00003697,DSK00003403,1,1,20090603,0.00454166666667,2,0.00933,4,1.67755681818,0.0045379231324,20090603,,20090702,1,,,0.00118334334993,0.0141349504537,0.00118334334993
PF00003698,DSK00003404,1,2,20090603,0.00375,0,0.00933,0,0.822006363636,0.00374650541647,20090603,,20090804,4,,,0.000516690760159,0.0131949546786,0.000516690760159
PF00003701,DSK00003405,0,0,20090603,0.0127,2,0.00933,4,1.67755681818,0.0126875950571,20090603,,20090707,0,,,0.00334458943354,0.0468389605387,0.00334458943354
PF00003702,DSK00003406,0,0,20090604,0.00206666666667,2,0.00933,4,1.67755681818,0.00206662372682,20090604,,20090605,0,,,0.000393629320883,0.000162133575067,0.000393629320883
PF00003703,DSK00003407,1,1,20090604,0.00500083333333,1,0.00933,2,1.73968772727,0.00500021988554,20090604,,20090615,2,,,0.000511224764946,0.00231627482626,0.000511224764946
PF00003704,DSK00003408,1,1,20090604,0.004,1,0.00933,2,1.73968772727,0.00399711463399,20090604,,20090706,2,,,0.000826566677539,0.0108946526776,0.000826566677539
PF00003705,DSK00003409,1,2,20090604,0.00333333333333,0,0.00933,0,0.822006363636,0.00333017611094,20090604,,20090806,4,,,0.000459400628421,0.0119211362729,0.000459400628421
PF00003707,DSK00003411,1,2,20090605,0.00465333333333,0,0.00933,0,0.822006363636,0.00465301690665,20090605,,20090612,4,,,0.00041438308513,0.00119477348949,0.00041438308513
PF00003708,DSK00003412,0,0,20090605,0.00833333333333,2,0.00933,4,1.67755681818,0.00832548702478,20090605,,20090708,0,,,0.00217960804533,0.0296263302916,0.00217960804533
PF00003709,DSK00003412,1,1,20090605,0.00486166666667,1,0.00933,2,1.73968772727,0.00485852556907,20090605,,20090708,2,,,0.000872558292872,0.0118602517726,0.000872558292872
PF00003710,DSK00003413,1,1,20090605,0.000833333333333,0,0.00933,0,0.822006363636,0.000833041814994,20090605,,20090706,3,,,8.6204740009e-05,0.00110072380349,8.6204740009e-05
PF00003711,DSK00003414,0,0,20090605,0.00416666666667,2,0.00933,4,1.67755681818,0.00416285095144,20090605,,20090708,0,,,0.00105995877413,0.0144074934965,0.00105995877413
PF00003712,DSK00003415,0,0,20090608,0.0020875,2,0.00933,4,1.67755681818,0.00208745952648,20090608,,20090609,0,,,0.000371020510448,0.000152821140578,0.000371020510448
PF00003713,DSK00003416,0,0,20090608,0.000808333333333,2,0.00933,4,1.67755681818,0.000807939507731,20090608,,20090625,0,,,0.000212364531736,0.00148701867889,0.000212364531736
PF00003715,DSK00003418,1,2,20090609,0.00833333333333,0,0.00933,0,0.822006363636,0.00832531296252,20090609,,20090811,4,,,0.00116702687644,0.0302835598549,0.00116702687644
PF00003749,DSK00003450,1,2,20090616,0.00287789146083,0,0.00933,0,0.822006363636,0.00287692033229,20090616,,20090617,4,,,0.00890232974457,0.00366681665044,0.00890232974457
PF00003717,DSK00003420,1,2,20090609,0.0025,0,0.00933,0,0.822006363636,0.00249906263884,20090609,,20090709,4,,,0.000286426146683,0.00353931676509,0.000286426146683
